i,j,gcd
69,94,1
69,95,1
69,96,3
69,97,1
69,98,1
69,99,3
70,0,70
70,1,1
70,2,2
70,3,1
70,4,2
70,5,5
70,6,2
70,7,7
70,8,2
70,9,1
70,10,10
70,11,1
70,12,2
70,13,1
70,14,14
70,15,5
70,16,2
70,17,1
70,18,2
70,19,1
70,20,10
70,21,7
70,22,2
70,23,1
70,24,2
70,25,5
70,26,2
70,27,1
70,28,14
70,29,1
70,30,10
70,31,1
70,32,2
70,33,1
70,34,2
70,35,35
70,36,2
70,37,1
70,38,2
70,39,1
70,40,10
70,41,1
70,42,14
70,43,1
70,44,2
70,45,5
70,46,2
70,47,1
70,48,2
70,49,7
70,50,10
70,51,1
70,52,2
70,53,1
70,54,2
70,55,5
70,56,14
70,57,1
70,58,2
70,59,1
70,60,10
70,61,1
70,62,2
70,63,7
70,64,2
70,65,5
70,66,2
70,67,1
70,68,2
70,69,1
70,70,70
70,71,1
70,72,2
70,73,1
70,74,2
70,75,5
70,76,2
70,77,7
70,78,2
70,79,1
70,80,10
70,81,1
70,82,2
70,83,1
70,84,14
70,85,5
70,86,2
70,87,1
70,88,2
70,89,1
70,90,10
70,91,7
70,92,2
70,93,1
70,94,2
70,95,5
70,96,2
70,97,1
70,98,14
70,99,1
71,0,71
71,1,1
71,2,1
71,3,1
71,4,1
71,5,1
71,6,1
71,7,1
71,8,1
71,9,1
71,10,1
71,11,1
71,12,1
71,13,1
71,14,1
71,15,1
71,16,1
71,17,1
71,18,1
71,19,1
71,20,1
71,21,1
71,22,1
71,23,1
71,24,1
71,25,1
71,26,1
71,27,1
71,28,1
71,29,1
71,30,1
71,31,1
71,32,1
71,33,1
71,34,1
71,35,1
71,36,1
71,37,1
71,38,1
71,39,1
71,40,1
71,41,1
71,42,1
71,43,1
71,44,1
71,45,1
71,46,1
71,47,1
71,48,1
71,49,1
71,50,1
71,51,1
71,52,1
71,53,1
71,54,1
71,55,1
71,56,1
71,57,1
71,58,1
71,59,1
71,60,1
71,61,1
71,62,1
71,63,1
71,64,1
71,65,1
71,66,1
71,67,1
71,68,1
71,69,1
71,70,1
71,71,71
71,72,1
71,73,1
71,74,1
71,75,1
71,76,1
71,77,1
71,78,1
71,79,1
71,80,1
71,81,1
71,82,1
71,83,1
71,84,1
71,85,1
71,86,1
71,87,1
71,88,1
71,89,1
71,90,1
71,91,1
71,92,1
71,93,1
71,94,1
71,95,1
71,96,1
71,97,1
71,98,1
71,99,1
72,0,72
72,1,1
72,2,2
72,3,3
72,4,4
72,5,1
72,6,6
72,7,1
72,8,8
72,9,9
72,10,2
72,11,1
72,12,12
72,13,1
72,14,2
72,15,3
72,16,8
72,17,1
72,18,18
72,19,1
72,20,4
72,21,3
72,22,2
72,23,1
72,24,24
72,25,1
72,26,2
72,27,9
72,28,4
72,29,1
72,30,6
72,31,1
72,32,8
72,33,3
72,34,2
72,35,1
72,36,36
72,37,1
72,38,2
72,39,3
72,40,8
72,41,1
72,42,6
72,43,1
72,44,4
72,45,9
72,46,2
72,47,1
72,48,24
72,49,1
72,50,2
72,51,3
72,52,4
72,53,1
72,54,18
72,55,1
72,56,8
72,57,3
72,58,2
72,59,1
72,60,12
72,61,1
72,62,2
72,63,9
72,64,8
72,65,1
72,66,6
72,67,1
72,68,4
72,69,3
72,70,2
72,71,1
72,72,72
72,73,1
72,74,2
72,75,3
72,76,4
72,77,1
72,78,6
72,79,1
72,80,8
72,81,9
72,82,2
72,83,1
72,84,12
72,85,1
72,86,2
72,87,3
72,88,8
72,89,1
72,90,18
72,91,1
72,92,4
72,93,3
72,94,2
72,95,1
72,96,24
72,97,1
72,98,2
72,99,9
73,0,73
73,1,1
73,2,1
73,3,1
73,4,1
73,5,1
73,6,1
73,7,1
73,8,1
73,9,1
73,10,1
73,11,1
73,12,1
73,13,1
73,14,1
73,15,1
73,16,1
73,17,1
73,18,1
73,19,1
73,20,1
73,21,1
73,22,1
73,23,1
73,24,1
73,25,1
73,26,1
73,27,1
73,28,1
73,29,1
73,30,1
73,31,1
73,32,1
73,33,1
73,34,1
73,35,1
73,36,1
73,37,1
73,38,1
73,39,1
73,40,1
73,41,1
73,42,1
73,43,1
73,44,1
73,45,1
73,46,1
73,47,1
73,48,1
73,49,1
73,50,1
73,51,1
73,52,1
73,53,1
73,54,1
73,55,1
73,56,1
73,57,1
73,58,1
73,59,1
73,60,1
73,61,1
73,62,1
73,63,1
73,64,1
73,65,1
73,66,1
73,67,1
73,68,1
73,69,1
73,70,1
73,71,1
73,72,1
73,73,73
73,74,1
73,75,1
73,76,1
73,77,1
73,78,1
73,79,1
73,80,1
73,81,1
73,82,1
73,83,1
73,84,1
73,85,1
73,86,1
73,87,1
73,88,1
73,89,1
73,90,1
73,91,1
73,92,1
73,93,1
73,94,1
73,95,1
73,96,1
73,97,1
73,98,1
73,99,1
74,0,74
74,1,1
74,2,2
74,3,1
74,4,2
74,5,1
74,6,2
74,7,1
74,8,2
74,9,1
74,10,2
74,11,1
74,12,2
74,13,1
74,14,2
74,15,1
74,16,2
74,17,1
74,18,2
74,19,1
74,20,2
74,21,1
74,22,2
74,23,1
74,24,2
74,25,1
74,26,2
74,27,1
74,28,2
74,29,1
74,30,2
74,31,1
74,32,2
74,33,1
74,34,2
74,35,1
74,36,2
74,37,37
74,38,2
74,39,1
74,40,2
74,41,1
74,42,2
74,43,1
74,44,2
74,45,1
74,46,2
74,47,1
74,48,2
74,49,1
74,50,2
74,51,1
74,52,2
74,53,1
74,54,2
74,55,1
74,56,2
74,57,1
74,58,2
74,59,1
74,60,2
74,61,1
74,62,2
74,63,1
74,64,2
74,65,1
74,66,2
74,67,1
74,68,2
74,69,1
74,70,2
74,71,1
74,72,2
74,73,1
74,74,74
74,75,1
74,76,2
74,77,1
74,78,2
74,79,1
74,80,2
74,81,1
74,82,2
74,83,1
74,84,2
74,85,1
74,86,2
74,87,1
74,88,2
74,89,1
74,90,2
74,91,1
74,92,2
74,93,1
74,94,2
74,95,1
74,96,2
74,97,1
74,98,2
74,99,1
75,0,75
75,1,1
75,2,1
75,3,3
75,4,1
75,5,5
75,6,3
75,7,1
75,8,1
75,9,3
75,10,5
75,11,1
75,12,3
75,13,1
75,14,1
75,15,15
75,16,1
75,17,1
75,18,3
75,19,1
75,20,5
75,21,3
75,22,1
75,23,1
75,24,3
75,25,25
75,26,1
75,27,3
75,28,1
75,29,1
75,30,15
75,31,1
75,32,1
75,33,3
75,34,1
75,35,5
75,36,3
75,37,1
75,38,1
75,39,3
75,40,5
75,41,1
75,42,3
75,43,1
75,44,1
75,45,15
75,46,1
75,47,1
75,48,3
75,49,1
75,50,25
75,51,3
75,52,1
75,53,1
75,54,3
75,55,5
75,56,1
75,57,3
75,58,1
75,59,1
75,60,15
75,61,1
75,62,1
75,63,3
75,64,1
75,65,5
75,66,3
75,67,1
75,68,1
75,69,3
75,70,5
75,71,1
75,72,3
75,73,1
75,74,1
75,75,75
75,76,1
75,77,1
75,78,3
75,79,1
75,80,5
75,81,3
75,82,1
75,83,1
75,84,3
75,85,5
75,86,1
75,87,3
75,88,1
75,89,1
75,90,15
75,91,1
75,92,1
75,93,3
75,94,1
75,95,5
75,96,3
75,97,1
75,98,1
75,99,3
76,0,76
76,1,1
76,2,2
76,3,1
76,4,4
76,5,1
76,6,2
76,7,1
76,8,4
76,9,1
76,10,2
76,11,1
76,12,4
76,13,1
76,14,2
76,15,1
76,16,4
76,17,1
76,18,2
76,19,19
76,20,4
76,21,1
76,22,2
76,23,1
76,24,4
76,25,1
76,26,2
76,27,1
76,28,4
76,29,1
76,30,2
76,31,1
76,32,4
76,33,1
76,34,2
76,35,1
76,36,4
76,37,1
76,38,38
76,39,1
76,40,4
76,41,1
76,42,2
76,43,1
76,44,4
76,45,1
76,46,2
76,47,1
76,48,4
76,49,1
76,50,2
76,51,1
76,52,4
76,53,1
76,54,2
76,55,1
76,56,4
76,57,19
76,58,2
76,59,1
76,60,4
76,61,1
76,62,2
76,63,1
76,64,4
76,65,1
76,66,2
76,67,1
76,68,4
76,69,1
76,70,2
76,71,1
76,72,4
76,73,1
76,74,2
76,75,1
76,76,76
76,77,1
76,78,2
76,79,1
76,80,4
76,81,1
76,82,2
76,83,1
76,84,4
76,85,1
76,86,2
76,87,1
76,88,4
76,89,1
76,90,2
76,91,1
76,92,4
76,93,1
76,94,2
76,95,19
76,96,4
76,97,1
76,98,2
76,99,1
77,0,77
77,1,1
77,2,1
77,3,1
77,4,1
77,5,1
77,6,1
77,7,7
77,8,1
77,9,1
77,10,1
77,11,11
77,12,1
77,13,1
77,14,7
77,15,1
77,16,1
77,17,1
77,18,1
77,19,1
77,20,1
77,21,7
77,22,11
77,23,1
77,24,1
77,25,1
77,26,1
77,27,1
77,28,7
77,29,1
77,30,1
77,31,1
77,32,1
77,33,11
77,34,1
77,35,7
77,36,1
77,37,1
77,38,1
77,39,1
77,40,1
77,41,1
77,42,7
77,43,1
77,44,11
77,45,1
77,46,1
77,47,1
77,48,1
77,49,7
77,50,1
77,51,1
77,52,1
77,53,1
77,54,1
77,55,11
77,56,7
77,57,1
77,58,1
77,59,1
77,60,1
77,61,1
77,62,1
77,63,7
77,64,1
77,65,1
77,66,11
77,67,1
77,68,1
77,69,1
77,70,7
77,71,1
77,72,1
77,73,1
77,74,1
77,75,1
77,76,1
77,77,77
77,78,1
77,79,1
77,80,1
77,81,1
77,82,1
77,83,1
77,84,7
77,85,1
77,86,1
77,87,1
77,88,11
77,89,1
77,90,1
77,91,7
77,92,1
77,93,1
77,94,1
77,95,1
77,96,1
77,97,1
77,98,7
77,99,11
78,0,78
78,1,1
78,2,2
78,3,3
78,4,2
78,5,1
78,6,6
78,7,1
78,8,2
78,9,3
78,10,2
78,11,1
78,12,6
78,13,13
78,14,2
78,15,3
78,16,2
78,17,1
78,18,6
78,19,1
78,20,2
78,21,3
78,22,2
78,23,1
78,24,6
78,25,1
78,26,26
78,27,3
78,28,2
78,29,1
78,30,6
78,31,1
78,32,2
78,33,3
78,34,2
78,35,1
78,36,6
78,37,1
78,38,2
78,39,39
78,40,2
78,41,1
78,42,6
78,43,1
78,44,2
78,45,3
78,46,2
78,47,1
78,48,6
78,49,1
78,50,2
78,51,3
78,52,26
78,53,1
78,54,6
78,55,1
78,56,2
78,57,3
78,58,2
78,59,1
78,60,6
78,61,1
78,62,2
78,63,3
78,64,2
78,65,13
78,66,6
78,67,1
78,68,2
78,69,3
78,70,2
78,71,1
78,72,6
78,73,1
78,74,2
78,75,3
78,76,2
78,77,1
78,78,78
78,79,1
78,80,2
78,81,3
78,82,2
78,83,1
78,84,6
78,85,1
78,86,2
78,87,3
78,88,2
78,89,1
78,90,6
78,91,13
78,92,2
78,93,3
78,94,2
78,95,1
78,96,6
78,97,1
78,98,2
78,99,3
79,0,79
79,1,1
79,2,1
79,3,1
79,4,1
79,5,1
79,6,1
79,7,1
79,8,1
79,9,1
79,10,1
79,11,1
79,12,1
79,13,1
79,14,1
79,15,1
79,16,1
79,17,1
79,18,1
79,19,1
79,20,1
79,21,1
79,22,1
79,23,1
79,24,1
79,25,1
79,26,1
79,27,1
79,28,1
79,29,1
79,30,1
79,31,1
79,32,1
79,33,1
79,34,1
79,35,1
79,36,1
79,37,1
79,38,1
79,39,1
79,40,1
79,41,1
79,42,1
79,43,1
79,44,1
79,45,1
79,46,1
79,47,1
79,48,1
79,49,1
79,50,1
79,51,1
79,52,1
79,53,1
79,54,1
79,55,1
79,56,1
79,57,1
79,58,1
79,59,1
79,60,1
79,61,1
79,62,1
79,63,1
79,64,1
79,65,1
79,66,1
79,67,1
79,68,1
79,69,1
79,70,1
79,71,1
79,72,1
79,73,1
79,74,1
79,75,1
79,76,1
79,77,1
79,78,1
79,79,79
79,80,1
79,81,1
79,82,1
79,83,1
79,84,1
79,85,1
79,86,1
79,87,1
79,88,1
79,89,1
79,90,1
79,91,1
79,92,1
79,93,1
79,94,1
79,95,1
79,96,1
79,97,1
79,98,1
79,99,1
80,0,80
80,1,1
80,2,2
80,3,1
80,4,4
80,5,5
80,6,2
80,7,1
80,8,8
80,9,1
80,10,10
80,11,1
80,12,4
80,13,1
80,14,2
80,15,5
80,16,16
80,17,1
80,18,2
80,19,1
80,20,20
80,21,1
80,22,2
80,23,1
80,24,8
80,25,5
80,26,2
80,27,1
80,28,4
80,29,1
80,30,10
80,31,1
80,32,16
80,33,1
80,34,2
80,35,5
80,36,4
80,37,1
80,38,2
80,39,1
80,40,40
80,41,1
80,42,2
80,43,1
80,44,4
80,45,5
80,46,2
80,47,1
80,48,16
80,49,1
80,50,10
80,51,1
80,52,4
80,53,1
80,54,2
80,55,5
80,56,8
80,57,1
80,58,2
80,59,1
80,60,20
80,61,1
80,62,2
80,63,1
80,64,16
80,65,5
80,66,2
80,67,1
80,68,4
80,69,1
80,70,10
80,71,1
80,72,8
80,73,1
80,74,2
80,75,5
80,76,4
80,77,1
80,78,2
80,79,1
80,80,80
80,81,1
80,82,2
80,83,1
80,84,4
80,85,5
80,86,2
80,87,1
80,88,8
80,89,1
80,90,10
80,91,1
80,92,4
80,93,1
80,94,2
80,95,5
80,96,16
80,97,1
80,98,2
80,99,1
81,0,81
81,1,1
81,2,1
81,3,3
81,4,1
81,5,1
81,6,3
81,7,1
81,8,1
81,9,9
81,10,1
81,11,1
81,12,3
81,13,1
81,14,1
81,15,3
81,16,1
81,17,1
81,18,9
81,19,1
81,20,1
81,21,3
81,22,1
81,23,1
81,24,3
81,25,1
81,26,1
81,27,27
81,28,1
81,29,1
81,30,3
81,31,1
81,32,1
81,33,3
81,34,1
81,35,1
81,36,9
81,37,1
81,38,1
81,39,3
81,40,1
81,41,1
81,42,3
81,43,1
81,44,1
81,45,9
81,46,1
81,47,1
81,48,3
81,49,1
81,50,1
81,51,3
81,52,1
81,53,1
81,54,27
81,55,1
81,56,1
81,57,3
81,58,1
81,59,1
81,60,3
81,61,1
81,62,1
81,63,9
81,64,1
81,65,1
81,66,3
81,67,1
81,68,1
81,69,3
81,70,1
81,71,1
81,72,9
81,73,1
81,74,1
81,75,3
81,76,1
81,77,1
81,78,3
81,79,1
81,80,1
81,81,81
81,82,1
81,83,1
81,84,3
81,85,1
81,86,1
81,87,3
81,88,1
81,89,1
81,90,9
81,91,1
81,92,1
81,93,3
81,94,1
81,95,1
81,96,3
81,97,1
81,98,1
81,99,9
82,0,82
82,1,1
82,2,2
82,3,1
82,4,2
82,5,1
82,6,2
82,7,1
82,8,2
82,9,1
82,10,2
82,11,1
82,12,2
82,13,1
82,14,2
82,15,1
82,16,2
82,17,1
82,18,2
82,19,1
82,20,2
82,21,1
82,22,2
82,23,1
82,24,2
82,25,1
82,26,2
82,27,1
82,28,2
82,29,1
82,30,2
82,31,1
82,32,2
82,33,1
82,34,2
82,35,1
82,36,2
82,37,1
82,38,2
82,39,1
82,40,2
82,41,41
82,42,2
82,43,1
82,44,2
82,45,1
82,46,2
82,47,1
82,48,2
82,49,1
82,50,2
82,51,1
82,52,2
82,53,1
82,54,2
82,55,1
82,56,2
82,57,1
82,58,2
82,59,1
82,60,2
82,61,1
82,62,2
82,63,1
82,64,2
82,65,1
82,66,2
82,67,1
82,68,2
82,69,1
82,70,2
82,71,1
82,72,2
82,73,1
82,74,2
82,75,1
82,76,2
82,77,1
82,78,2
82,79,1
82,80,2
82,81,1
82,82,82
82,83,1
82,84,2
82,85,1
82,86,2
82,87,1
82,88,2
82,89,1
82,90,2
82,91,1
82,92,2
82,93,1
82,94,2
82,95,1
82,96,2
82,97,1
82,98,2
82,99,1
83,0,83
83,1,1
83,2,1
83,3,1
83,4,1
83,5,1
83,6,1
83,7,1
83,8,1
83,9,1
83,10,1
83,11,1
83,12,1
83,13,1
83,14,1
83,15,1
83,16,1
83,17,1
83,18,1
83,19,1
83,20,1
83,21,1
83,22,1
83,23,1
83,24,1
83,25,1
83,26,1
83,27,1
83,28,1
83,29,1
83,30,1
83,31,1
83,32,1
83,33,1
83,34,1
83,35,1
83,36,1
83,37,1
83,38,1
83,39,1
83,40,1
83,41,1
83,42,1
83,43,1
83,44,1
83,45,1
83,46,1
83,47,1
83,48,1
83,49,1
83,50,1
83,51,1
83,52,1
83,53,1
83,54,1
83,55,1
83,56,1
83,57,1
83,58,1
83,59,1
83,60,1
83,61,1
83,62,1
83,63,1
83,64,1
83,65,1
83,66,1
83,67,1
83,68,1
83,69,1
83,70,1
83,71,1
83,72,1
83,73,1
83,74,1
83,75,1
83,76,1
83,77,1
83,78,1
83,79,1
83,80,1
83,81,1
83,82,1
83,83,83
83,84,1
83,85,1
83,86,1
83,87,1
83,88,1
83,89,1
83,90,1
83,91,1
83,92,1
83,93,1
83,94,1
83,95,1
83,96,1
83,97,1
83,98,1
83,99,1
84,0,84
84,1,1
84,2,2
84,3,3
84,4,4
84,5,1
84,6,6
84,7,7
84,8,4
84,9,3
84,10,2
84,11,1
84,12,12
84,13,1
84,14,14
84,15,3
84,16,4
84,17,1
84,18,6
84,19,1
84,20,4
84,21,21
84,22,2
84,23,1
84,24,12
84,25,1
84,26,2
84,27,3
84,28,28
84,29,1
84,30,6
84,31,1
84,32,4
84,33,3
84,34,2
84,35,7
84,36,12
84,37,1
84,38,2
84,39,3
84,40,4
84,41,1
84,42,42
84,43,1
84,44,4
84,45,3
84,46,2
84,47,1
84,48,12
84,49,7
84,50,2
84,51,3
84,52,4
84,53,1
84,54,6
84,55,1
84,56,28
84,57,3
84,58,2
84,59,1
84,60,12
84,61,1
84,62,2
84,63,21
84,64,4
84,65,1
84,66,6
84,67,1
84,68,4
84,69,3
84,70,14
84,71,1
84,72,12
84,73,1
84,74,2
84,75,3
84,76,4
84,77,7
84,78,6
84,79,1
84,80,4
84,81,3
84,82,2
84,83,1
84,84,84
84,85,1
84,86,2
84,87,3
84,88,4
84,89,1
84,90,6
84,91,7
84,92,4
84,93,3
84,94,2
84,95,1
84,96,12
84,97,1
84,98,14
84,99,3
85,0,85
85,1,1
85,2,1
85,3,1
85,4,1
85,5,5
85,6,1
85,7,1
85,8,1
85,9,1
85,10,5
85,11,1
85,12,1
85,13,1
85,14,1
85,15,5
85,16,1
85,17,17
85,18,1
85,19,1
85,20,5
85,21,1
85,22,1
85,23,1
85,24,1
85,25,5
85,26,1
85,27,1
85,28,1
85,29,1
85,30,5
85,31,1
85,32,1
85,33,1
85,34,17
85,35,5
85,36,1
85,37,1
85,38,1
85,39,1
85,40,5
85,41,1
85,42,1
85,43,1
85,44,1
85,45,5
85,46,1
85,47,1
85,48,1
85,49,1
85,50,5
85,51,17
85,52,1
85,53,1
85,54,1
85,55,5
85,56,1
85,57,1
85,58,1
85,59,1
85,60,5
85,61,1
85,62,1
85,63,1
85,64,1
85,65,5
85,66,1
85,67,1
85,68,17
85,69,1
85,70,5
85,71,1
85,72,1
85,73,1
85,74,1
85,75,5
85,76,1
85,77,1
85,78,1
85,79,1
85,80,5
85,81,1
85,82,1
85,83,1
85,84,1
85,85,85
85,86,1
85,87,1
85,88,1
85,89,1
85,90,5
85,91,1
85,92,1
85,93,1
85,94,1
85,95,5
85,96,1
85,97,1
85,98,1
85,99,1
86,0,86
86,1,1
86,2,2
86,3,1
86,4,2
86,5,1
86,6,2
86,7,1
86,8,2
86,9,1
86,10,2
86,11,1
86,12,2
86,13,1
86,14,2
86,15,1
86,16,2
86,17,1
86,18,2
86,19,1
86,20,2
86,21,1
86,22,2
86,23,1
86,24,2
86,25,1
86,26,2
86,27,1
86,28,2
86,29,1
86,30,2
86,31,1
86,32,2
86,33,1
86,34,2
86,35,1
86,36,2
86,37,1
86,38,2
86,39,1
86,40,2
86,41,1
86,42,2
86,43,43
86,44,2
86,45,1
86,46,2
86,47,1
86,48,2
86,49,1
86,50,2
86,51,1
86,52,2
86,53,1
86,54,2
86,55,1
86,56,2
86,57,1
86,58,2
86,59,1
86,60,2
86,61,1
86,62,2
86,63,1
86,64,2
86,65,1
86,66,2
86,67,1
86,68,2
86,69,1
86,70,2
86,71,1
86,72,2
86,73,1
86,74,2
86,75,1
86,76,2
86,77,1
86,78,2
86,79,1
86,80,2
86,81,1
86,82,2
86,83,1
86,84,2
86,85,1
86,86,86
86,87,1
86,88,2
86,89,1
86,90,2
86,91,1
86,92,2
86,93,1
86,94,2
86,95,1
86,96,2
86,97,1
86,98,2
86,99,1
87,0,87
87,1,1
87,2,1
87,3,3
87,4,1
87,5,1
87,6,3
87,7,1
87,8,1
87,9,3
87,10,1
87,11,1
87,12,3
87,13,1
87,14,1
87,15,3
87,16,1
87,17,1
87,18,3
87,19,1
87,20,1
87,21,3
87,22,1
87,23,1
87,24,3
87,25,1
87,26,1
87,27,3
87,28,1
87,29,29
87,30,3
87,31,1
87,32,1
87,33,3
87,34,1
87,35,1
87,36,3
87,37,1
87,38,1
87,39,3
87,40,1
87,41,1
87,42,3
87,43,1
87,44,1
87,45,3
87,46,1
87,47,1
87,48,3
87,49,1
87,50,1
87,51,3
87,52,1
87,53,1
87,54,3
87,55,1
87,56,1
87,57,3
87,58,29
87,59,1
87,60,3
87,61,1
87,62,1
87,63,3
87,64,1
87,65,1
87,66,3
87,67,1
87,68,1
87,69,3
87,70,1
87,71,1
87,72,3
87,73,1
87,74,1
87,75,3
87,76,1
87,77,1
87,78,3
87,79,1
87,80,1
87,81,3
87,82,1
87,83,1
87,84,3
87,85,1
87,86,1
87,87,87
87,88,1
87,89,1
87,90,3
87,91,1
87,92,1
87,93,3
87,94,1
87,95,1
87,96,3
87,97,1
87,98,1
87,99,3
88,0,88
88,1,1
88,2,2
88,3,1
88,4,4
88,5,1
88,6,2
88,7,1
88,8,8
88,9,1
88,10,2
88,11,11
88,12,4
88,13,1
88,14,2
88,15,1
88,16,8
88,17,1
88,18,2
88,19,1
88,20,4
88,21,1
88,22,22
88,23,1
88,24,8
88,25,1
88,26,2
88,27,1
88,28,4
88,29,1
88,30,2
88,31,1
88,32,8
88,33,11
88,34,2
88,35,1
88,36,4
88,37,1
88,38,2
88,39,1
88,40,8
88,41,1
88,42,2
88,43,1
88,44,44
88,45,1
88,46,2
88,47,1
88,48,8
88,49,1
88,50,2
88,51,1
88,52,4
88,53,1
88,54,2
88,55,11
88,56,8
88,57,1
88,58,2
88,59,1
88,60,4
88,61,1
88,62,2
88,63,1
88,64,8
88,65,1
88,66,22
88,67,1
88,68,4
88,69,1
88,70,2
88,71,1
88,72,8
88,73,1
88,74,2
88,75,1
88,76,4
88,77,11
88,78,2
88,79,1
88,80,8
88,81,1
88,82,2
88,83,1
88,84,4
88,85,1
88,86,2
88,87,1
88,88,88
88,89,1
88,90,2
88,91,1
88,92,4
88,93,1
88,94,2
88,95,1
88,96,8
88,97,1
88,98,2
88,99,11
89,0,89
89,1,1
89,2,1
89,3,1
89,4,1
89,5,1
89,6,1
89,7,1
89,8,1
89,9,1
89,10,1
89,11,1
89,12,1
89,13,1
89,14,1
89,15,1
89,16,1
89,17,1
89,18,1
89,19,1
89,20,1
89,21,1
89,22,1
89,23,1
89,24,1
89,25,1
89,26,1
89,27,1
89,28,1
89,29,1
89,30,1
89,31,1
89,32,1
89,33,1
89,34,1
89,35,1
89,36,1
89,37,1
89,38,1
89,39,1
89,40,1
89,41,1
89,42,1
89,43,1
89,44,1
89,45,1
89,46,1
89,47,1
89,48,1
89,49,1
89,50,1
89,51,1
89,52,1
89,53,1
89,54,1
89,55,1
89,56,1
89,57,1
89,58,1
89,59,1
89,60,1
89,61,1
89,62,1
89,63,1
89,64,1
89,65,1
89,66,1
89,67,1
89,68,1
89,69,1
89,70,1
89,71,1
89,72,1
89,73,1
89,74,1
89,75,1
89,76,1
89,77,1
89,78,1
89,79,1
89,80,1
89,81,1
89,82,1
89,83,1
89,84,1
89,85,1
89,86,1
89,87,1
89,88,1
89,89,89
89,90,1
89,91,1
89,92,1
89,93,1
89,94,1
89,95,1
89,96,1
89,97,1
89,98,1
89,99,1
90,0,90
90,1,1
90,2,2
90,3,3
90,4,2
90,5,5
90,6,6
90,7,1
90,8,2
90,9,9
90,10,10
90,11,1
90,12,6
90,13,1
90,14,2
90,15,15
90,16,2
90,17,1
90,18,18
90,19,1
90,20,10
90,21,3
90,22,2
90,23,1
90,24,6
90,25,5
90,26,2
90,27,9
90,28,2
90,29,1
90,30,30
90,31,1
90,32,2
90,33,3
90,34,2
90,35,5
90,36,18
90,37,1
90,38,2
90,39,3
90,40,10
90,41,1
90,42,6
90,43,1
90,44,2
90,45,45
90,46,2
90,47,1
90,48,6
90,49,1
90,50,10
90,51,3
90,52,2
90,53,1
90,54,18
90,55,5
90,56,2
90,57,3
90,58,2
90,59,1
90,60,30
90,61,1
90,62,2
90,63,9
90,64,2
90,65,5
90,66,6
90,67,1
90,68,2
90,69,3
90,70,10
90,71,1
90,72,18
90,73,1
90,74,2
90,75,15
90,76,2
90,77,1
90,78,6
90,79,1
90,80,10
90,81,9
90,82,2
90,83,1
90,84,6
90,85,5
90,86,2
90,87,3
90,88,2
90,89,1
90,90,90
90,91,1
90,92,2
90,93,3
90,94,2
90,95,5
90,96,6
90,97,1
90,98,2
90,99,9
91,0,91
91,1,1
91,2,1
91,3,1
91,4,1
91,5,1
91,6,1
91,7,7
91,8,1
91,9,1
91,10,1
91,11,1
91,12,1
91,13,13
91,14,7
91,15,1
91,16,1
91,17,1
91,18,1
91,19,1
91,20,1
91,21,7
91,22,1
91,23,1
91,24,1
91,25,1
91,26,13
91,27,1
91,28,7
91,29,1
91,30,1
91,31,1
91,32,1
91,33,1
91,34,1
91,35,7
91,36,1
91,37,1
91,38,1
91,39,13
91,40,1
91,41,1
91,42,7
91,43,1
91,44,1
91,45,1
91,46,1
91,47,1
91,48,1
91,49,7
91,50,1
91,51,1
91,52,13
91,53,1
91,54,1
91,55,1
91,56,7
91,57,1
91,58,1
91,59,1
91,60,1
91,61,1
91,62,1
91,63,7
91,64,1
91,65,13
91,66,1
91,67,1
91,68,1
91,69,1
91,70,7
91,71,1
91,72,1
91,73,1
91,74,1
91,75,1
91,76,1
91,77,7
91,78,13
91,79,1
91,80,1
91,81,1
91,82,1
91,83,1
91,84,7
91,85,1
91,86,1
91,87,1
91,88,1
91,89,1
91,90,1
91,91,91
91,92,1
91,93,1
91,94,1
91,95,1
91,96,1
91,97,1
91,98,7
91,99,1
92,0,92
92,1,1
92,2,2
92,3,1
92,4,4
92,5,1
92,6,2
92,7,1
92,8,4
92,9,1
92,10,2
92,11,1
92,12,4
92,13,1
92,14,2
92,15,1
92,16,4
92,17,1
92,18,2
92,19,1
92,20,4
92,21,1
92,22,2
92,23,23
92,24,4
92,25,1
92,26,2
92,27,1
92,28,4
92,29,1
92,30,2
92,31,1
92,32,4
92,33,1
92,34,2
92,35,1
92,36,4
92,37,1
92,38,2
92,39,1
92,40,4
92,41,1
92,42,2
92,43,1
92,44,4
92,45,1
92,46,46
92,47,1
92,48,4
92,49,1
92,50,2
92,51,1
92,52,4
92,53,1
92,54,2
92,55,1
92,56,4
92,57,1
92,58,2
92,59,1
92,60,4
92,61,1
92,62,2
92,63,1
92,64,4
92,65,1
92,66,2
92,67,1
92,68,4
92,69,23
92,70,2
92,71,1
92,72,4
92,73,1
92,74,2
92,75,1
92,76,4
92,77,1
92,78,2
92,79,1
92,80,4
92,81,1
92,82,2
92,83,1
92,84,4
92,85,1
92,86,2
92,87,1
92,88,4
92,89,1
92,90,2
92,91,1
92,92,92
92,93,1
92,94,2
92,95,1
92,96,4
92,97,1
92,98,2
92,99,1
93,0,93
93,1,1
93,2,1
93,3,3
93,4,1
93,5,1
93,6,3
93,7,1
93,8,1
93,9,3
93,10,1
93,11,1
93,12,3
93,13,1
93,14,1
93,15,3
93,16,1
93,17,1
93,18,3
93,19,1
93,20,1
93,21,3
93,22,1
93,23,1
93,24,3
93,25,1
